SMILES
Nc1ccccc1C(O)=O
NC1(CC(O)=O)CCCCC1
NCC1(C(O)=O)CC1
Nc1ccsc1C(O)=O
O=C(O)[C@@H]1CCCNC1
O=C(O)[C@H]1CCNC1
NCCC(O)=O
NCC1(C(O)=O)CCCC1
Nc1ccccc1CC(O)=O
O=C(O)C1CCNCC1
NCc1ccccc1C(O)=O
N[C@@H]1C=C[C@H](C(O)=O)C1
O=C(O)CC1CNC1
O=C(O)[C@@H]1[C@H]2N[C@@H](C1)CC2
O=C(O)C1=CCNCC1
N[C@H]1CC[C@@H](C(O)=O)C1
N[C@H]1CCC[C@@H](C(O)=O)C1
O=C(O)c1[nH]nc2c1CNCC2
N[C@@H]1CN([C@@H](C(O)=O)C1)C
Nc1csc(C(O)=O)c1
Nc1cccc(C(O)=O)c1
O=C(O)[C@H]1C[C@@H]2CNCC[C@@H]21
O=C(O)CN1CCNCC1=O
O=C(O)CN1CCNCC1
O=C(O)CC1CCNCC1
O=C(O)[C@@H]1CCCN1C([C@H]2CCCN2)=O
O=C(O)c1cccc2c1CCNC2
NCc1cccc(C(O)=O)c1
O=C(O)C1CC2(CNC2)C1
O=C(O)c1csc2c1CCNC2
O=C(O)COC1CNC1
N[C@H]1CCN(CC(O)=O)C1=O
O=C(O)c1ccccc1N2CCNCC2
Nc1nc(C(C(O)=O)=O)cs1
NCc1ccc(C(O)=O)o1
Nc1cnn(CC(O)=O)c1
O=C(c1nc(CNCC2)n2c1)O
Nc1cc(CC(O)=O)ccc1
Nc1cc2c(C(O)=O)n[nH]c2cc1
O=C(O)c1ccc2c(CCN2)c1
Nc1ccc(C(O)=O)cc1
O=C(O)C1CC2(CCNCC2)C1
O=C(O)c1nc2c(CNCC2)s1
Nc1sc2c(C(O)=O)cccc2n1
NC1CC2(C1)CC(C(O)=O)C2
Nc1cccc2c1ccn2CC(O)=O
NCc1cccc(CC(O)=O)c1
NCc1n[nH]c(CC(O)=O)n1
Nc1ccc(CC(O)=O)cc1
NCc1ccc(C(O)=O)cc1
Nc1ccccc1c2ccc(C(O)=O)cc2
Nc1ccc(c2ccccc2C(O)=O)cc1
N[C@H]1CC[C@@H](CC(O)=O)CC1
N[C@H]1CC[C@H](CC(O)=O)CC1
O=C(O)c1c2[nH]c(CCNC3)c3c2ccc1
O=C(c1cn(C)nc1c2ccc(N)cc2)O
Nc1cccc(/C=C/C(O)=O)c1
O=C(O)c1cc2c(CNCC3)c3[nH]c2cc1
NCc1ccc(CC(O)=O)cc1
Nc1sc2cc(C(O)=O)ccc2n1
Nc1cc2cc(C(O)=O)sc2cc1
Nc1sc2cc(C(O)=O)sc2n1
O=C(O)c1cccc(N2CCNCC2)c1
O=C(O)CCC(N1CCNCC1)=O
O=C(O)c1csc(N2CCNCC2)n1
Nc1cccc(N2C(C=C(C(O)=O)[N]2)=O)c1
Nc1cc2ccc(C(O)=O)cc2cc1
Nc1ccc(/C=C/C(O)=O)cc1
Nc1cccc(c2cccc(C(O)=O)c2)c1
O=C(O)c1ccc(N2CCNCC2)cc1
Nc1nc(c2c[nH]c(C(O)=O)c2)cs1
Nc1sc2cc(CC(O)=O)ccc2n1
O=C(O)c1ccc(OC2CNC2)cc1
O=C(O)c1ccc(C2CCNCC2)cc1
O=C(O)c1ccc(CN2CCNCC2)cc1
Nc1ccc(N2CC(C(O)=O)C2)cc1
Nc1cccc(c2ccc(C(O)=O)cc2)c1
Nc1ccc(c2cccc(C(O)=O)c2)cc1
Nc1nc(c2ccc(C(O)=O)cc2)cs1
Nc1ccc(N2CCC(C(O)=O)CC2)cc1
Nc1cccc(c2ccc(CC(O)=O)cc2)c1
Nc1ccc(c2ccc(C(O)=O)cc2)cc1
NCc1ccc(c2ccc(C(O)=O)cc2)cc1
Nc1ccc(Oc2ccc(C(O)=O)cc2)cc1
O=C(O)c1oc2ccc(N3CCNCC3)cc2c1
Nc1ccc(c2ccc(CC(O)=O)cc2)cc1
